human_gene_id	mouse_gene_id	homology_type	homology_species	is_high_confidence	saluki_human_pc1	saluki_mouse_prior
ENSG00000158417	ENSMUSG00000026083	ortholog_one2one	homo_sapiens	1	3.10600317388341	2.85343033573877
ENSG00000158423	ENSMUSG00000025257	ortholog_one2one	homo_sapiens	1	-1.74296652786943	-3.837959488768
ENSG00000158435	ENSMUSG00000003135	ortholog_one2one	homo_sapiens	1	1.4316912134702	-2.69639675645695
ENSG00000158445	ENSMUSG00000050556	ortholog_one2one	homo_sapiens	1	-5.70968039559559	-1.42562402827251
ENSG00000158457	ENSMUSG00000001763	ortholog_one2one	homo_sapiens	1	4.0198260875254	0.572854488241729
ENSG00000158458	ENSMUSG00000060275	ortholog_one2one	homo_sapiens	1	-5.75039439591509	-2.5856166298501
ENSG00000158467	ENSMUSG00000029772	ortholog_one2one	homo_sapiens	1	2.3740113167298	1.9693325095191
ENSG00000158470	ENSMUSG00000017929	ortholog_one2one	homo_sapiens	1	-5.31135129578702	-2.92992384139715
ENSG00000158480	ENSMUSG00000047030	ortholog_one2one	homo_sapiens	1	-11.2309501853002	-7.34555345552602
ENSG00000158526	ENSMUSG00000025264	ortholog_one2one	homo_sapiens	1	7.25430515927045	1.14384747577788
ENSG00000158528	ENSMUSG00000032827	ortholog_one2one	homo_sapiens	1	-1.30306134080731	1.38976827724031
ENSG00000158545	ENSMUSG00000017478	ortholog_one2one	homo_sapiens	1	-1.15701169917857	-2.26650683501619
ENSG00000158552	ENSMUSG00000026197	ortholog_one2one	homo_sapiens	1	2.7133479613299	-0.491491382704599
ENSG00000158555	ENSMUSG00000035314	ortholog_one2one	homo_sapiens	1	1.84689325339142	-0.0944115892761422
ENSG00000158560	ENSMUSG00000029757	ortholog_one2one	homo_sapiens	1	-0.275443502391531	-1.83162090452985
ENSG00000158604	ENSMUSG00000004394	ortholog_one2one	homo_sapiens	1	5.34049883025117	2.80060908075813
ENSG00000158615	ENSMUSG00000046062	ortholog_one2one	homo_sapiens	1	-8.58328148522746	-7.69591653168948
ENSG00000158623	ENSMUSG00000025607	ortholog_one2one	homo_sapiens	1	6.8032478062379	6.70118991979914
ENSG00000158636	ENSMUSG00000035401	ortholog_one2one	homo_sapiens	1	-5.33729193976472	-3.91778560215986
ENSG00000158669	ENSMUSG00000031545	ortholog_one2one	homo_sapiens	1	0.214821539986418	-1.95832974391966
ENSG00000158691	ENSMUSG00000036721	ortholog_one2one	homo_sapiens	1	-9.1890798750909	-6.39230572818563
ENSG00000158710	ENSMUSG00000026547	ortholog_one2one	homo_sapiens	1	9.07767168449105	3.37051142844523
ENSG00000158711	ENSMUSG00000026436	ortholog_one2one	homo_sapiens	1	-0.342716987567724	-2.4352344473571
ENSG00000158715	ENSMUSG00000026435	ortholog_one2one	homo_sapiens	1	-2.32985169575574	-4.13367147291765
ENSG00000158716	ENSMUSG00000026544	ortholog_one2one	homo_sapiens	1	4.51780915677181	-0.757601302261316
ENSG00000158717	ENSMUSG00000014470	ortholog_one2one	homo_sapiens	1	0.589334053244326	0.901590958008297
ENSG00000158747	ENSMUSG00000041120	ortholog_one2one	homo_sapiens	1	4.98647395581057	2.01480163811162
ENSG00000158769	ENSMUSG00000038235	ortholog_one2one	homo_sapiens	1	3.07278449405261	2.80648528677493
ENSG00000158773	ENSMUSG00000026641	ortholog_one2one	homo_sapiens	1	-1.43362510622654	-2.11236088697438
ENSG00000158792	ENSMUSG00000033594	ortholog_one2one	homo_sapiens	1	-7.23852027423225	-4.29892271058178
ENSG00000158793	ENSMUSG00000013997	ortholog_one2one	homo_sapiens	1	2.11961051241778	1.09326114677365
ENSG00000158796	ENSMUSG00000013973	ortholog_one2one	homo_sapiens	1	-1.33589520478038	-3.05714349962666
ENSG00000158805	ENSMUSG00000001065	ortholog_one2one	homo_sapiens	1	1.2029441103216	-2.11703094543263
ENSG00000158806	ENSMUSG00000047911	ortholog_one2one	homo_sapiens	1	4.57031409350386	3.11230768955753
ENSG00000158813	ENSMUSG00000059327	ortholog_one2one	homo_sapiens	1	-4.16386070538245	2.63119489495809
ENSG00000158815	ENSMUSG00000022101	ortholog_one2one	homo_sapiens	1	-2.32232785599606	-1.59780553356889
ENSG00000158825	ENSMUSG00000028755	ortholog_one2one	homo_sapiens	1	3.22391866184732	3.588331731621
ENSG00000158828	ENSMUSG00000028756	ortholog_one2one	homo_sapiens	1	6.15218417574551	4.83145969735113
ENSG00000158850	ENSMUSG00000052423	ortholog_one2one	homo_sapiens	1	-0.408801317622946	-3.00313852052307
ENSG00000158856	ENSMUSG00000022099	ortholog_one2one	homo_sapiens	1	3.84146724155914	-1.9138902362128
ENSG00000158859	ENSMUSG00000006403	ortholog_one2one	homo_sapiens	1	-4.95978800050137	-2.91449493001068
ENSG00000158863	ENSMUSG00000022095	ortholog_one2one	homo_sapiens	1	3.1231665847273	-1.30680002721844
ENSG00000158864	ENSMUSG00000013593	ortholog_one2one	homo_sapiens	1	4.81708077567189	4.5975709183146
ENSG00000158874	ENSMUSG00000005681	ortholog_one2one	homo_sapiens	1	0.830879407827109	5.48049361566807
ENSG00000158882	ENSMUSG00000005674	ortholog_one2one	homo_sapiens	1	-0.577281437825146	5.5868037672482
ENSG00000158887	ENSMUSG00000056569	ortholog_one2one	homo_sapiens	1	1.26676585498878	2.23986502992797
ENSG00000158941	ENSMUSG00000033712	ortholog_one2one	homo_sapiens	1	3.17730592909941	-1.16738337574053
ENSG00000158955	ENSMUSG00000018486	ortholog_one2one	homo_sapiens	1	0.487895645500047	-0.924022589426571
ENSG00000158966	ENSMUSG00000028532	ortholog_one2one	homo_sapiens	1	-3.71444931808448	-3.1662692701682
ENSG00000158985	ENSMUSG00000052298	ortholog_one2one	homo_sapiens	1	-3.31991648723624	-1.91135732614275
ENSG00000158987	ENSMUSG00000037533	ortholog_one2one	homo_sapiens	1	-8.0285046521038	-2.63226115669336
ENSG00000159023	ENSMUSG00000028906	ortholog_one2one	homo_sapiens	1	3.74035278311255	2.31171933926579
ENSG00000159055	ENSMUSG00000022978	ortholog_one2one	homo_sapiens	1	1.8200639847477	1.01353923511494
ENSG00000159063	ENSMUSG00000035704	ortholog_one2one	homo_sapiens	1	7.32165036913559	3.73368044453966
ENSG00000159069	ENSMUSG00000015095	ortholog_one2one	homo_sapiens	1	4.37506643531201	3.15374149055532
ENSG00000159079	ENSMUSG00000022972	ortholog_one2one	homo_sapiens	1	3.0059429993112	2.2203359623712
ENSG00000159082	ENSMUSG00000022973	ortholog_one2one	homo_sapiens	1	-4.42767496183379	-2.40262450958853
ENSG00000159086	ENSMUSG00000022974	ortholog_one2one	homo_sapiens	1	-2.34281973531139	-2.02654924174616
ENSG00000159110	ENSMUSG00000022971	ortholog_one2one	homo_sapiens	0	-0.188554538553613	-1.8095398886256
ENSG00000159111	ENSMUSG00000001445	ortholog_one2one	homo_sapiens	1	-1.92087471989321	1.70686732927086
ENSG00000159128	ENSMUSG00000022965	ortholog_one2one	homo_sapiens	1	-0.83871773253718	-0.851683378953318
ENSG00000159131	ENSMUSG00000022962	ortholog_one2one	homo_sapiens	1	2.37539214278121	2.91944100105483
ENSG00000159140	ENSMUSG00000022961	ortholog_one2one	homo_sapiens	1	-1.77727485877263	-2.26354863991716
ENSG00000159147	ENSMUSG00000022960	ortholog_one2one	homo_sapiens	1	1.58835375635689	-0.743096477353861
ENSG00000159164	ENSMUSG00000038486	ortholog_one2one	homo_sapiens	1	3.04796471171433	1.80662883455388
ENSG00000159166	ENSMUSG00000041782	ortholog_one2one	homo_sapiens	1	1.53988697805924	7.40960606122998
ENSG00000159167	ENSMUSG00000014813	ortholog_one2one	homo_sapiens	1	-0.924731186893686	-2.85128983240387
ENSG00000159173	ENSMUSG00000026418	ortholog_one2one	homo_sapiens	1	-0.921917915447934	3.89295761274883
ENSG00000159176	ENSMUSG00000026421	ortholog_one2one	homo_sapiens	1	5.37416834407149	5.19758381724358
ENSG00000159184	ENSMUSG00000049604	ortholog_one2one	homo_sapiens	1	-4.09130511068705	-1.42964428365071
ENSG00000159200	ENSMUSG00000022951	ortholog_one2one	homo_sapiens	1	-0.268748370027315	-2.08232646678908
ENSG00000159202	ENSMUSG00000014349	ortholog_one2one	homo_sapiens	1	-1.16686253448703	-0.845192578276592
ENSG00000159208	ENSMUSG00000038550	ortholog_one2one	homo_sapiens	1	-2.52100904797696	-5.82775250181897
ENSG00000159210	ENSMUSG00000006058	ortholog_one2one	homo_sapiens	1	9.08900037695311	5.41729130098634
ENSG00000159212	ENSMUSG00000022949	ortholog_one2one	homo_sapiens	1	-12.8518908692951	1.69924277019783
ENSG00000159214	ENSMUSG00000078588	ortholog_one2one	homo_sapiens	1	1.80383910780696	2.8043875083867
ENSG00000159216	ENSMUSG00000022952	ortholog_one2one	homo_sapiens	1	-5.84094294322962	-6.42861818421759
ENSG00000159217	ENSMUSG00000013415	ortholog_one2one	homo_sapiens	1	-0.708841822489573	-4.77719307611835
ENSG00000159231	ENSMUSG00000022947	ortholog_one2one	homo_sapiens	1	-4.62222709298748	-1.03485878760878
ENSG00000159256	ENSMUSG00000039456	ortholog_one2one	homo_sapiens	1	-7.39666443554542	-5.48595323254296
ENSG00000159259	ENSMUSG00000022945	ortholog_one2one	homo_sapiens	1	0.786436726063146	0.509775604388897
ENSG00000159263	ENSMUSG00000062713	ortholog_one2one	homo_sapiens	1	-1.09115059832187	0.398943846009694
ENSG00000159267	ENSMUSG00000040820	ortholog_one2one	homo_sapiens	1	0.767715659869306	2.26828215128728
ENSG00000159307	ENSMUSG00000016763	ortholog_one2one	homo_sapiens	1	1.97120918555508	2.06439715616007
ENSG00000159314	ENSMUSG00000034255	ortholog_one2one	homo_sapiens	1	-3.56865283647924	-0.73582220565775
ENSG00000159322	ENSMUSG00000025236	ortholog_one2one	homo_sapiens	1	0.552743716588361	-1.26479717381416
ENSG00000159337	ENSMUSG00000070719	ortholog_one2one	homo_sapiens	1	-0.665641597348132	2.76837678577067
ENSG00000159339	ENSMUSG00000025330	ortholog_one2one	homo_sapiens	1	0.577997425038015	2.85340489186357
ENSG00000159346	ENSMUSG00000026457	ortholog_one2one	homo_sapiens	1	4.6848494680288	2.84389795479034
ENSG00000159348	ENSMUSG00000026456	ortholog_one2one	homo_sapiens	1	5.10195631950668	2.0752171490586
ENSG00000159352	ENSMUSG00000005625	ortholog_one2one	homo_sapiens	1	7.3549301640327	2.91577953012409
ENSG00000159363	ENSMUSG00000036622	ortholog_one2one	homo_sapiens	1	6.21099950578945	3.82764872059174
ENSG00000159377	ENSMUSG00000005779	ortholog_one2one	homo_sapiens	1	7.9983159363607	4.26557024172956
ENSG00000159388	ENSMUSG00000020423	ortholog_one2one	homo_sapiens	1	-11.2337346301675	-7.42860514980277
ENSG00000159399	ENSMUSG00000000628	ortholog_one2one	homo_sapiens	0	-2.45198179983487	-5.18109988703404
ENSG00000159423	ENSMUSG00000028737	ortholog_one2one	homo_sapiens	1	6.09787576770651	3.48797006754532
ENSG00000159445	ENSMUSG00000028145	ortholog_one2one	homo_sapiens	1	2.68467306085039	-1.92998921973937
ENSG00000159459	ENSMUSG00000027272	ortholog_one2one	homo_sapiens	1	-2.4824369452569	-1.10211566953907
ENSG00000159461	ENSMUSG00000031751	ortholog_one2one	homo_sapiens	1	4.40227602217656	2.080227589775
ENSG00000159479	ENSMUSG00000006392	ortholog_one2one	homo_sapiens	1	-2.70510049510496	-1.1004121583799
ENSG00000159556	ENSMUSG00000032318	ortholog_one2one	homo_sapiens	1	-5.97322729021857	-3.40480821064816
ENSG00000159579	ENSMUSG00000050079	ortholog_one2one	homo_sapiens	1	-3.79689119054349	-2.80218822807025
ENSG00000159588	ENSMUSG00000034035	ortholog_one2one	homo_sapiens	1	-1.08971718830155	3.24094312574927
ENSG00000159592	ENSMUSG00000034042	ortholog_one2one	homo_sapiens	1	-2.746328495606	-1.72083658940551
ENSG00000159593	ENSMUSG00000031878	ortholog_one2one	homo_sapiens	1	3.98591384525346	1.17516040512101
ENSG00000159596	ENSMUSG00000055900	ortholog_one2one	homo_sapiens	1	0.124376210961016	-3.9486878518612
ENSG00000159640	ENSMUSG00000020681	ortholog_one2one	homo_sapiens	1	2.98818751431776	1.42030256360615
ENSG00000159650	ENSMUSG00000034456	ortholog_one2one	homo_sapiens	1	-0.422113201694469	1.04950008093987
ENSG00000159658	ENSMUSG00000034210	ortholog_one2one	homo_sapiens	1	0.693098756171108	0.645979867757968
ENSG00000159674	ENSMUSG00000037379	ortholog_one2one	homo_sapiens	1	-0.284093952515186	1.08446911802897
ENSG00000159685	ENSMUSG00000030086	ortholog_one2one	homo_sapiens	1	5.05857482790985	7.60093752948223
ENSG00000159692	ENSMUSG00000037373	ortholog_one2one	homo_sapiens	1	3.65215315915112	3.58457397358997
ENSG00000159714	ENSMUSG00000039199	ortholog_one2one	homo_sapiens	1	1.94207503726947	3.50128084101181
ENSG00000159720	ENSMUSG00000013160	ortholog_one2one	homo_sapiens	1	5.05610276236523	6.98530583348978
ENSG00000159723	ENSMUSG00000005705	ortholog_one2one	homo_sapiens	1	-1.42228789348353	1.98625931673932
ENSG00000159733	ENSMUSG00000037224	ortholog_one2one	homo_sapiens	1	-2.6131955496361	-1.27979023969804
ENSG00000159784	ENSMUSG00000029861	ortholog_one2one	homo_sapiens	1	0.379974178848958	-1.36929017699833
ENSG00000159788	ENSMUSG00000029101	ortholog_one2one	homo_sapiens	1	-1.83212960424728	-1.50350897175725
ENSG00000159792	ENSMUSG00000048310	ortholog_one2one	homo_sapiens	1	-1.18125890044385	-3.53314129558188
ENSG00000159840	ENSMUSG00000029860	ortholog_one2one	homo_sapiens	1	3.08355395061985	-0.973372065006905
ENSG00000159842	ENSMUSG00000017631	ortholog_one2one	homo_sapiens	1	0.545032030591938	-0.218479107815728
ENSG00000159873	ENSMUSG00000020482	ortholog_one2one	homo_sapiens	1	-4.21452939892703	-6.73222051381083
ENSG00000159884	ENSMUSG00000028461	ortholog_one2one	homo_sapiens	1	-1.13495637644264	2.41510507396327
ENSG00000159899	ENSMUSG00000028469	ortholog_one2one	homo_sapiens	1	-0.705843218362957	2.92918619388408
ENSG00000159921	ENSMUSG00000028479	ortholog_one2one	homo_sapiens	1	-5.61039170903967	-1.12744634074907
ENSG00000159958	ENSMUSG00000068105	ortholog_one2one	homo_sapiens	0	1.36114072718621	-1.61124415043262
ENSG00000160007	ENSMUSG00000058230	ortholog_one2one	homo_sapiens	1	-3.99837626501371	-0.938338880287728
ENSG00000160013	ENSMUSG00000043017	ortholog_one2one	homo_sapiens	1	-1.19249193017904	-1.84645370247685
ENSG00000160014	ENSMUSG00000019370	ortholog_one2one	homo_sapiens	1	11.1010149916626	5.88340096466052
ENSG00000160049	ENSMUSG00000028974	ortholog_one2one	homo_sapiens	1	2.03702957037741	0.51575110700601
ENSG00000160050	ENSMUSG00000028795	ortholog_one2one	homo_sapiens	1	6.16519481585272	1.92891258049242
ENSG00000160051	ENSMUSG00000040795	ortholog_one2one	homo_sapiens	1	-9.04485496429297	-4.29280818800549
ENSG00000160055	ENSMUSG00000028797	ortholog_one2one	homo_sapiens	1	-0.489992450164845	2.18283714729225
ENSG00000160058	ENSMUSG00000040859	ortholog_one2one	homo_sapiens	1	0.187946152675103	-0.428841079174747
ENSG00000160062	ENSMUSG00000028807	ortholog_one2one	homo_sapiens	1	-3.80188419475182	-5.31598779775203
ENSG00000160075	ENSMUSG00000029038	ortholog_one2one	homo_sapiens	1	2.50392552796504	0.552073070927757
ENSG00000160087	ENSMUSG00000023286	ortholog_one2one	homo_sapiens	1	-1.85925619167779	-2.95937543907028
ENSG00000160094	ENSMUSG00000028799	ortholog_one2one	homo_sapiens	1	-4.01436415172829	-4.30832134223919
ENSG00000160113	ENSMUSG00000002393	ortholog_one2one	homo_sapiens	1	-1.81054418990502	-0.466930672636992
ENSG00000160117	ENSMUSG00000046295	ortholog_one2one	homo_sapiens	1	0.541365295927579	-0.0119317930877588
ENSG00000160124	ENSMUSG00000075229	ortholog_one2one	homo_sapiens	1	0.102259274738379	0.339675358668387
ENSG00000160131	ENSMUSG00000073131	ortholog_one2one	homo_sapiens	1	1.47606808923743	2.31944760147223
ENSG00000160145	ENSMUSG00000061751	ortholog_one2one	homo_sapiens	1	-2.69406347254798	-2.33854777275466
ENSG00000160161	ENSMUSG00000044006	ortholog_one2one	homo_sapiens	1	-0.160883521075056	-0.0898733138314728
ENSG00000160179	ENSMUSG00000024030	ortholog_one2one	homo_sapiens	1	0.745150010280963	0.307061166641859
ENSG00000160190	ENSMUSG00000024036	ortholog_one2one	homo_sapiens	1	-1.36687683992145	-1.79154497995295
ENSG00000160191	ENSMUSG00000041119	ortholog_one2one	homo_sapiens	1	-2.33378843143986	2.46970224720141
ENSG00000160193	ENSMUSG00000024037	ortholog_one2one	homo_sapiens	1	-0.609714780053398	-1.29933712181791
ENSG00000160194	ENSMUSG00000024038	ortholog_one2one	homo_sapiens	1	-0.845301792574436	3.83494916965512
ENSG00000160199	ENSMUSG00000006705	ortholog_one2one	homo_sapiens	1	-2.00992212926879	-2.70908377624738
ENSG00000160200	ENSMUSG00000024039	ortholog_one2one	homo_sapiens	1	5.88525385616859	3.48763860702783
ENSG00000160201	ENSMUSG00000061613	ortholog_one2one	homo_sapiens	1	2.78404812728209	-1.31009585638565
ENSG00000160202	ENSMUSG00000024041	ortholog_one2one	homo_sapiens	1	1.79138399024043	2.64416545476167
ENSG00000160207	ENSMUSG00000002076	ortholog_one2one	homo_sapiens	1	0.723805370291306	6.05576223519419
ENSG00000160208	ENSMUSG00000058392	ortholog_one2one	homo_sapiens	1	-1.73394516200801	-3.21654004139512
ENSG00000160209	ENSMUSG00000032788	ortholog_one2one	homo_sapiens	1	1.35670018666256	1.36805694872377
ENSG00000160213	ENSMUSG00000005054	ortholog_one2one	homo_sapiens	1	7.72383660629187	5.64872468725078
ENSG00000160214	ENSMUSG00000061032	ortholog_one2one	homo_sapiens	1	-2.59499443255846	4.37793127939568
ENSG00000160216	ENSMUSG00000001211	ortholog_one2one	homo_sapiens	1	2.19789428312245	4.68825462359695
ENSG00000160218	ENSMUSG00000000374	ortholog_one2one	homo_sapiens	1	-1.46400475652046	-0.974955048968823
ENSG00000160219	ENSMUSG00000032750	ortholog_one2one	homo_sapiens	1	1.08388192159235	-1.64522328558415
ENSG00000160221	ENSMUSG00000053329	ortholog_one2one	homo_sapiens	1	8.00882494417939	4.33144567377631
ENSG00000160223	ENSMUSG00000000732	ortholog_one2one	homo_sapiens	0	-5.69017718376657	2.24287818117228
ENSG00000160224	ENSMUSG00000000731	ortholog_one2one	homo_sapiens	1	-0.71566165997436	4.94352542718315
ENSG00000160233	ENSMUSG00000051652	ortholog_one2one	homo_sapiens	1	-4.52136197046114	-3.40280660642249
ENSG00000160255	ENSMUSG00000000290	ortholog_one2one	homo_sapiens	1	-1.21118176558486	-2.90310496214632
ENSG00000160256	ENSMUSG00000032977	ortholog_one2one	homo_sapiens	1	-0.922484724905535	-3.68069657699023
ENSG00000160271	ENSMUSG00000026821	ortholog_one2one	homo_sapiens	1	-3.74122773723791	-4.03537431113272
ENSG00000160282	ENSMUSG00000001155	ortholog_one2one	homo_sapiens	1	-3.18308391479039	-0.421234034400531
ENSG00000160285	ENSMUSG00000033105	ortholog_one2one	homo_sapiens	1	5.82899977931711	0.907205480846216
ENSG00000160293	ENSMUSG00000009621	ortholog_one2one	homo_sapiens	1	-1.23457611743594	-2.506687428057
ENSG00000160294	ENSMUSG00000001150	ortholog_one2one	homo_sapiens	1	1.38823498861017	0.596291782691495
ENSG00000160298	ENSMUSG00000009114	ortholog_one2one	homo_sapiens	0	-1.51626807118061	3.18835549177087
ENSG00000160299	ENSMUSG00000001151	ortholog_one2one	homo_sapiens	1	2.42072325848778	-1.22184266153628
ENSG00000160305	ENSMUSG00000020231	ortholog_one2one	homo_sapiens	1	0.265360314563921	2.9528076137186
ENSG00000160310	ENSMUSG00000020230	ortholog_one2one	homo_sapiens	1	5.08670804375491	1.46923014156274
ENSG00000160323	ENSMUSG00000014852	ortholog_one2one	homo_sapiens	1	3.94811830772179	0.104718611865134
ENSG00000160325	ENSMUSG00000015488	ortholog_one2one	homo_sapiens	1	-0.171469482555165	-2.01330360509682
ENSG00000160326	ENSMUSG00000036067	ortholog_one2one	homo_sapiens	1	0.466851733120589	2.61216512508069
ENSG00000160345	ENSMUSG00000026831	ortholog_one2one	homo_sapiens	1	2.49065467668949	-1.51588724730879
ENSG00000160360	ENSMUSG00000026930	ortholog_one2one	homo_sapiens	1	1.62227011213413	-2.45900064313489
ENSG00000160392	ENSMUSG00000049643	ortholog_one2one	homo_sapiens	1	-2.81157279338947	-4.36582716699879
ENSG00000160396	ENSMUSG00000040424	ortholog_one2one	homo_sapiens	1	-4.30194319314009	-2.21451009711944
ENSG00000160404	ENSMUSG00000009563	ortholog_one2one	homo_sapiens	1	0.592831674711953	1.09813223927067
ENSG00000160408	ENSMUSG00000026811	ortholog_one2one	homo_sapiens	1	1.50501834051251	3.15646821391952
ENSG00000160410	ENSMUSG00000089832	ortholog_one2one	homo_sapiens	1	10.3355053523373	3.33558591672515
ENSG00000160439	ENSMUSG00000008435	ortholog_one2one	homo_sapiens	1	-5.27710060980067	-4.4886446596085
ENSG00000160445	ENSMUSG00000039686	ortholog_one2one	homo_sapiens	1	1.87390053648602	0.641957967235101
ENSG00000160446	ENSMUSG00000015335	ortholog_one2one	homo_sapiens	1	4.95207359417627	0.768973569928188
ENSG00000160447	ENSMUSG00000026785	ortholog_one2one	homo_sapiens	1	1.49210440104204	1.71758098483106
ENSG00000160469	ENSMUSG00000035390	ortholog_one2one	homo_sapiens	1	-0.105378662687029	-2.40097628641288
ENSG00000160551	ENSMUSG00000017291	ortholog_one2one	homo_sapiens	1	-4.6412410255595	-2.55604151348326
ENSG00000160563	ENSMUSG00000026799	ortholog_one2one	homo_sapiens	1	-0.956596859669969	0.350882523564627
ENSG00000160570	ENSMUSG00000054499	ortholog_one2one	homo_sapiens	1	-6.53398339106153	-2.8969099971811
ENSG00000160584	ENSMUSG00000034135	ortholog_one2one	homo_sapiens	1	-4.82041879025889	0.123585349630138
ENSG00000160602	ENSMUSG00000017405	ortholog_one2one	homo_sapiens	1	1.54762125262575	3.7846006063299
ENSG00000160606	ENSMUSG00000019437	ortholog_one2one	homo_sapiens	1	-5.25783167765046	-1.49647192233451
ENSG00000160613	ENSMUSG00000035382	ortholog_one2one	homo_sapiens	1	3.01712633866714	-0.863522628524489
ENSG00000160633	ENSMUSG00000071054	ortholog_one2one	homo_sapiens	1	-0.471772397835099	-1.68037517172741
ENSG00000160679	ENSMUSG00000001017	ortholog_one2one	homo_sapiens	1	-2.92401464506513	-1.24232481871233
ENSG00000160685	ENSMUSG00000028042	ortholog_one2one	homo_sapiens	1	-4.88636808663262	-3.26140467952317
ENSG00000160688	ENSMUSG00000042642	ortholog_one2one	homo_sapiens	1	-0.767362091489433	0.811337930786962
ENSG00000160691	ENSMUSG00000042626	ortholog_one2one	homo_sapiens	1	1.9158241387854	1.61455088754179
ENSG00000160695	ENSMUSG00000032127	ortholog_one2one	homo_sapiens	1	0.890726390596172	0.672799799752902
ENSG00000160710	ENSMUSG00000027951	ortholog_one2one	homo_sapiens	1	2.76859206776152	-1.94602167501326
ENSG00000160712	ENSMUSG00000027947	ortholog_one2one	homo_sapiens	1	-1.29453564259847	-2.63841874549814
ENSG00000160714	ENSMUSG00000042572	ortholog_one2one	homo_sapiens	1	-1.24266707757734	0.18011883507416
ENSG00000160741	ENSMUSG00000027936	ortholog_one2one	homo_sapiens	1	0.0090322249807226	-3.52119173902621
ENSG00000160746	ENSMUSG00000037949	ortholog_one2one	homo_sapiens	1	4.03733826225066	3.26162676544273
ENSG00000160752	ENSMUSG00000059743	ortholog_one2one	homo_sapiens	1	9.24099383863525	3.40333274981932
ENSG00000160753	ENSMUSG00000041263	ortholog_one2one	homo_sapiens	1	4.68569583524371	-0.739379326259702
ENSG00000160767	ENSMUSG00000032657	ortholog_one2one	homo_sapiens	1	6.01484140924515	-0.240190581754737
ENSG00000160781	ENSMUSG00000041423	ortholog_one2one	homo_sapiens	1	5.57296011003571	2.39969427079466
ENSG00000160783	ENSMUSG00000028066	ortholog_one2one	homo_sapiens	1	6.45453359311264	4.71840073938536
ENSG00000160785	ENSMUSG00000050144	ortholog_one2one	homo_sapiens	1	-4.77864333587785	-3.75127754097324
ENSG00000160789	ENSMUSG00000028063	ortholog_one2one	homo_sapiens	1	4.19034702173709	2.25545410630483
ENSG00000160796	ENSMUSG00000056724	ortholog_one2one	homo_sapiens	1	3.90182562892139	-1.73368781263563
ENSG00000160799	ENSMUSG00000019659	ortholog_one2one	homo_sapiens	1	-6.51413849773181	2.64936983599101
ENSG00000160803	ENSMUSG00000008604	ortholog_one2one	homo_sapiens	1	4.91937517071337	0.0248124148840546
ENSG00000160813	ENSMUSG00000029725	ortholog_one2one	homo_sapiens	1	-0.779400496884453	-0.899766094055901
ENSG00000160818	ENSMUSG00000028069	ortholog_one2one	homo_sapiens	1	-0.480678092154906	-0.671478891958545
ENSG00000160867	ENSMUSG00000005320	ortholog_one2one	homo_sapiens	1	7.57548783216882	2.67595659458821
ENSG00000160877	ENSMUSG00000001910	ortholog_one2one	homo_sapiens	1	-1.0037669764648	-0.169361915501145
ENSG00000160883	ENSMUSG00000025877	ortholog_one2one	homo_sapiens	1	-6.18654007322267	0.583590128677687
ENSG00000160888	ENSMUSG00000053560	ortholog_one2one	homo_sapiens	1	-10.6463150808182	-10.6216539486018
ENSG00000160908	ENSMUSG00000029627	ortholog_one2one	homo_sapiens	1	-7.59411497691208	-5.09894131073581
ENSG00000160917	ENSMUSG00000029625	ortholog_one2one	homo_sapiens	1	-0.354429915937772	-1.2239714984073
ENSG00000160932	ENSMUSG00000022587	ortholog_one2one	homo_sapiens	1	10.9241131391058	4.6894077405852
ENSG00000160948	ENSMUSG00000115987	ortholog_one2one	homo_sapiens	1	5.63475352486435	5.93859893003081
ENSG00000160949	ENSMUSG00000059323	ortholog_one2one	homo_sapiens	1	1.51813405754315	0.767259154468505
ENSG00000160951	ENSMUSG00000019464	ortholog_one2one	homo_sapiens	1	-2.86409855841761	0.472316377411572
ENSG00000160953	ENSMUSG00000020156	ortholog_one2one	homo_sapiens	1	0.707588281910832	-1.3910784351788
ENSG00000160957	ENSMUSG00000033762	ortholog_one2one	homo_sapiens	1	3.81555542461488	-1.34223900419049
ENSG00000160959	ENSMUSG00000033728	ortholog_one2one	homo_sapiens	1	-2.82821625503246	-5.27408327847423
ENSG00000160972	ENSMUSG00000033819	ortholog_one2one	homo_sapiens	1	4.73517654812326	-0.760643397455487
ENSG00000160973	ENSMUSG00000033837	ortholog_one2one	homo_sapiens	1	2.26502786815432	4.24186550965438
ENSG00000160991	ENSMUSG00000039747	ortholog_one2one	homo_sapiens	1	0.585030467713779	-1.19029442472788
ENSG00000160993	ENSMUSG00000039754	ortholog_one2one	homo_sapiens	1	-8.52385883411589	-7.03587283859245
ENSG00000160994	ENSMUSG00000078442	ortholog_one2one	homo_sapiens	1	-0.760383069807856	1.60942705585384
ENSG00000160999	ENSMUSG00000005057	ortholog_one2one	homo_sapiens	1	-2.09396145720062	-4.58966614462334
ENSG00000161010	ENSMUSG00000020381	ortholog_one2one	homo_sapiens	1	0.855156310358153	-1.90892035792642
ENSG00000161011	ENSMUSG00000015837	ortholog_one2one	homo_sapiens	1	0.561549180043659	0.293460811344331
ENSG00000161013	ENSMUSG00000036620	ortholog_one2one	homo_sapiens	1	7.99298814504697	2.84919173230164
ENSG00000161016	ENSMUSG00000003970	ortholog_one2one	homo_sapiens	1	11.493376383954	5.91442952897381
